universe,code,name,score,stage,strong_reason,pullback_quality,current_close,ma60,slope20_pct,distance_pct,distance_change_3d,pullback_from_high_pct,cross_date,last_cross_date,days_since_cross,held3,turnover_ratio,weekly_return_pct,today_return_pct,signal_return_pct,flow_period,flow_start_date,foreign_flow_eok,institution_flow_eok,foreign_flow_value,institution_flow_value,foreign_week_eok,institution_week_eok,foreign_recent2_eok,institution_recent2_eok,foreign_week_value,institution_week_value,foreign_recent2_value,institution_recent2_value
KOSPI200,139130,iM금융지주,77.9,돌파 후 눌림목,,추가 확인,17910.0,17786.17,2.42,0.7,-2.15,-4.68,,,,Y,1.07,-1.49,-0.83,-0.5,recent3,2026-09-21,-24.2,13.7,-2420278840,1372602995,0.0,0.0,-12.6,2.4,0,0,-1256901350,242996650
KOSPI200,051600,한전KPS,77.2,돌파 후 눌림목,,추가 확인,46100.0,45680.0,-1.68,0.92,-2.24,-6.49,,,,Y,1.29,-0.54,-1.5,-2.12,recent3,2026-09-21,-23.9,1.4,-2390283800,136447125,0.0,0.0,-18.1,4.1,0,0,-1806123750,407802200
KOSDAQ150,058470,리노공업,76.0,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,74600.0,69076.67,-10.76,8.0,8.15,-1.19,2026-09-21,2026-09-21,2,Y,1.38,5.97,-1.19,6.42,recent3,2026-09-21,-614.6,168.0,-61464275800,16804305300,-619.8,236.2,-605.4,225.1,-61975157000,23619666000,-60544384150,22511165300
KOSPI200,036460,한국가스공사,75.9,돌파 후 눌림목,,건강한 눌림,35450.0,34975.0,1.99,1.36,-1.07,-4.19,,,,Y,0.8,-0.56,-1.12,-0.14,recent3,2026-09-21,-29.0,43.6,-2899843475,4355815075,0.0,0.0,-34.6,42.9,0,0,-3460114150,4293409300
KOSPI200,105560,KB금융,75.7,돌파 후 눌림목,,건강한 눌림,174100.0,171645.0,3.34,1.43,-1.67,-3.92,,,,Y,0.72,-2.14,-1.19,-0.51,recent3,2026-09-21,-628.4,672.6,-62839970700,67258369350,-728.9,809.7,-541.7,420.3,-72885080000,80968384000,-54166418400,42028775800
KOSPI200,004990,롯데지주,75.6,돌파 후 눌림목,,매도압력 확인,24400.0,23661.67,-1.09,3.12,-1.24,-3.17,,,,Y,1.36,0.0,-0.2,-0.2,recent3,2026-09-21,-9.3,10.9,-926799725,1094362725,0.0,0.0,-6.8,6.8,0,0,-679484825,680967450
KOSDAQ150,098460,고영,75.4,신규 돌파 유지,,,29150.0,28247.5,-5.52,3.19,5.24,0.0,2026-09-21,2026-09-21,2,Y,1.08,1.75,0.87,4.29,recent3,2026-09-21,61.5,-9.0,6154183575,-903605450,0.0,0.0,56.9,-11.7,0,0,5687950800,-1168982900
KOSDAQ150,099320,쎄트렉아이,75.0,신규 돌파 유지,,,78200.0,75676.67,-13.35,3.33,-0.43,-1.01,,2026-09-17,4,Y,1.5,2.76,-0.38,0.13,recent3,2026-09-21,-21.5,17.1,-2148260750,1706322700,0.0,0.0,-13.4,17.9,0,0,-1343226350,1794876000
KOSPI200,005930,삼성전자,75,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,286500.0,262150.0,-8.46,9.29,11.24,0.0,2026-09-21,2026-09-21,2,Y,1.11,4.18,3.24,8.52,recent3,2026-09-21,25971.7,15917.7,2597168423250,1591769219500,16121.9,23581.4,14811.2,4536.6,1612187572000,2358143005000,1481115607500,453664372250
KOSPI200,066570,LG전자,75,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,210500.0,191190.0,-7.27,10.1,5.87,-2.09,,,,Y,1.12,3.69,-2.09,5.46,recent3,2026-09-21,715.5,724.0,71553193500,72398998050,515.6,730.5,534.2,565.0,51556500000,73052766000,53421630250,56498187250
KOSPI200,361610,SK아이이테크놀로지,75,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,17190.0,15333.5,-2.84,12.11,8.08,-2.55,,,,Y,0.58,5.78,5.46,6.57,recent3,2026-09-21,45.3,44.7,4530449710,4468671495,0.0,0.0,38.4,34.4,0,0,3838129945,3444743375
KOSDAQ150,131970,두산테스나,75,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,94200.0,82436.67,-18.45,14.27,11.02,-1.57,,2026-09-18,3,Y,1.34,-1.57,1.07,8.15,recent3,2026-09-21,-235.3,20.6,-23530809050,2060478050,-221.6,90.0,-110.3,-27.3,-22162127000,9003713000,-11028219000,-2730786950
KOSPI200,003490,대한항공,75,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,31500.0,27489.17,3.3,14.59,8.12,-0.47,,,,Y,1.19,8.43,-0.47,8.06,recent3,2026-09-21,691.7,603.8,69170963725,60381810900,665.6,656.0,731.4,583.1,66564933000,65599467000,73139762325,58308437250
KOSDAQ150,240810,원익IPS,75,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,132400.0,113900.0,-7.55,16.24,10.86,0.0,,2026-09-16,5,Y,1.57,1.15,1.46,6.77,recent3,2026-09-21,-298.8,105.6,-29884957200,10558267150,-213.4,118.4,-351.7,27.9,-21343105000,11844252000,-35167921100,2786316950
KOSDAQ150,084370,유진테크,75,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,161800.0,135685.0,-5.75,19.25,18.55,0.0,,2026-09-16,5,Y,1.18,13.54,7.72,18.36,recent3,2026-09-21,32.3,88.4,3230292800,8837430300,0.0,56.6,28.9,91.1,0,5657101000,2887187400,9113646100
KOSPI200,096770,SK이노베이션,75,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,148700.0,121836.67,9.5,22.05,7.28,-2.87,,,,Y,0.61,6.06,5.24,4.42,recent3,2026-09-21,533.9,143.6,53386420500,14364476850,530.4,0.0,590.9,139.6,53041758000,0,59085346200,13958337600
KOSPI200,008930,한미사이언스,75,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,52500.0,41985.83,19.44,25.04,5.22,-4.72,,,,Y,0.62,3.75,3.75,8.14,recent3,2026-09-21,14.8,23.6,1475728475,2358477050,0.0,0.0,6.4,15.0,0,0,642563950,1498911450
KOSPI200,000990,DB하이텍,75,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,131700.0,103775.0,-14.47,26.91,6.84,-0.83,,2026-09-14,7,Y,1.04,-0.83,1.07,5.19,recent3,2026-09-21,61.6,32.0,6158653650,3204625468,0.0,0.0,67.3,41.6,0,0,6725164450,4161501750
KOSDAQ150,253590,네오셈,75,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,13640.0,10459.33,-3.41,30.41,11.92,0.0,,,,Y,2.14,3.49,3.02,10.53,recent3,2026-09-21,-12.2,19.6,-1218457290,1963857525,0.0,0.0,-24.9,13.7,0,0,-2486693080,1366721000
KOSDAQ150,222800,심텍,75,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,149400.0,113910.0,2.51,31.16,19.74,0.0,,,,Y,1.01,13.53,0.34,18.29,recent3,2026-09-21,540.1,20.9,54005931100,2089207550,329.5,0.0,388.9,5.3,32949789000,0,38888844700,528812050
KOSDAQ150,036810,에프에스티,75,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,31250.0,23671.33,-3.65,32.02,16.88,0.0,,,,Y,1.37,3.48,3.31,14.26,recent3,2026-09-21,-15.5,29.1,-1549588875,2905214200,0.0,0.0,-17.7,8.6,0,0,-1766277325,858047625
KOSDAQ150,295310,에이치브이엠,75,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,64100.0,47851.67,-17.47,33.96,6.61,0.0,,,,Y,2.32,6.48,9.95,6.48,recent3,2026-09-21,-26.0,46.4,-2604912950,4641506550,-90.8,108.1,-9.0,37.2,-9080994000,10805848000,-904967150,3722352350
KOSDAQ150,036540,SFA반도체,75,강한 돌파 추세,주간수익률·60일선 이격·거래대금/수급 확인,,10570.0,6047.17,2.59,74.79,20.2,-0.56,,,,Y,2.13,-0.38,-0.56,16.8,recent3,2026-09-21,523.4,-293.9,52340214910,-29394477800,602.8,-292.3,343.7,-278.8,60275100000,-29230258000,34371719870,-27881198665
KOSPI200,018260,삼성에스디에스,74.4,60일선 근접·재돌파 대기,,,221000.0,216961.67,-0.81,1.86,-0.26,-2.64,,,,Y,0.67,-1.78,-1.78,0.68,recent3,2026-09-21,108.5,7.0,10845197250,697947500,176.2,0.0,81.2,-50.2,17617663000,0,8123886000,-5022652500
KOSPI200,086790,하나금융지주,73.8,돌파 후 눌림목,,추가 확인,133700.0,130978.33,4.54,2.08,-0.87,-4.77,,,,Y,0.89,-1.47,-1.55,-0.52,recent3,2026-09-21,-334.4,293.2,-33438853900,29320708850,-648.7,454.4,-278.9,151.8,-64874294000,45439146000,-27891860550,15177493250
KOSDAQ150,080220,제주반도체,73.2,신규 돌파,,,78000.0,77015.0,-11.72,1.28,7.48,-1.02,2026-09-23,2026-09-23,0,N,0.82,2.77,2.23,5.83,recent3,2026-09-21,19.0,-40.3,1896518200,-4026888500,133.8,-66.3,33.0,-24.5,13376514000,-6629691000,3303685650,-2448509500
